epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,24633.3,1.09035,0.95216,1.37102,0.89768,0.86131,0.91016,0.63428,1.09409,0.81057,1.36301,0.000577216,0.000577216,0.000577216
181,24769.9,1.1116,0.96368,1.38971,0.90925,0.85489,0.9057,0.63529,1.07913,0.79926,1.35874,0.000572457,0.000572457,0.000572457
182,24906.6,1.09291,0.95173,1.37953,0.89885,0.8564,0.90194,0.63162,1.10331,0.79619,1.38257,0.000567699,0.000567699,0.000567699
183,25043.3,1.11351,0.97946,1.38755,0.87853,0.86035,0.90013,0.63549,1.0989,0.79307,1.37247,0.00056294,0.00056294,0.00056294
184,25179.9,1.09382,0.94065,1.38589,0.86894,0.87299,0.90423,0.63956,1.07801,0.78649,1.35825,0.000558182,0.000558182,0.000558182
185,25316.8,1.08583,0.93924,1.37396,0.89184,0.86307,0.90117,0.63947,1.07819,0.79133,1.35427,0.000553423,0.000553423,0.000553423
186,25453.6,1.07867,0.93498,1.38407,0.88526,0.86584,0.90492,0.64093,1.07695,0.78682,1.36194,0.000548665,0.000548665,0.000548665
187,25590.3,1.06706,0.9077,1.35354,0.90324,0.85059,0.90204,0.63935,1.07492,0.80047,1.36798,0.000543906,0.000543906,0.000543906
188,25727.1,1.08367,0.94485,1.37357,0.88792,0.85773,0.90637,0.64503,1.0805,0.78875,1.37351,0.000539147,0.000539147,0.000539147
189,25863.8,1.09371,0.94265,1.37914,0.90564,0.85561,0.91136,0.64069,1.08326,0.79359,1.37637,0.000534389,0.000534389,0.000534389
190,26000.5,1.07661,0.91908,1.36029,0.90308,0.85431,0.90591,0.63978,1.0826,0.7927,1.36769,0.00052963,0.00052963,0.00052963
191,26137.2,1.07781,0.92567,1.3665,0.90952,0.85816,0.91076,0.64878,1.07591,0.78371,1.36709,0.000524872,0.000524872,0.000524872
192,26273.8,1.0624,0.91413,1.35316,0.90402,0.85493,0.90726,0.64482,1.08463,0.78914,1.37058,0.000520113,0.000520113,0.000520113
193,26410.4,1.06845,0.90214,1.36019,0.90287,0.85288,0.90966,0.64632,1.07568,0.77457,1.36328,0.000515355,0.000515355,0.000515355
194,26547.2,1.11869,0.95188,1.37767,0.90126,0.87851,0.91323,0.6409,1.08407,0.79026,1.36574,0.000510596,0.000510596,0.000510596
195,26683.8,1.06621,0.92093,1.36874,0.8995,0.86002,0.91137,0.64104,1.08547,0.78792,1.37263,0.000505837,0.000505837,0.000505837
196,26820.4,1.09193,0.92237,1.36093,0.9042,0.8535,0.90563,0.64067,1.0866,0.80233,1.38566,0.000501079,0.000501079,0.000501079
197,26957,1.09226,0.94736,1.36547,0.87837,0.86048,0.90446,0.63379,1.08235,0.79582,1.37223,0.00049632,0.00049632,0.00049632
198,27093.7,1.05026,0.89073,1.3445,0.89702,0.86104,0.90756,0.63528,1.09423,0.80857,1.3848,0.000491562,0.000491562,0.000491562
199,27230.4,1.0634,0.91659,1.359,0.90443,0.86556,0.91009,0.63646,1.09802,0.7968,1.37996,0.000486803,0.000486803,0.000486803
200,27366.9,1.07463,0.93783,1.37893,0.91445,0.85774,0.91262,0.64221,1.09216,0.77437,1.37078,0.000482045,0.000482045,0.000482045
201,27503.5,1.07135,0.91646,1.34873,0.91107,0.86663,0.91634,0.64663,1.09312,0.77991,1.36999,0.000477286,0.000477286,0.000477286
202,27640,1.04758,0.9022,1.34471,0.89659,0.87651,0.91808,0.65396,1.07195,0.7696,1.36201,0.000472527,0.000472527,0.000472527
203,27776.7,1.07531,0.91294,1.35664,0.90053,0.87624,0.91634,0.64931,1.06902,0.77216,1.35756,0.000467769,0.000467769,0.000467769
204,27913.4,1.07683,0.92122,1.37221,0.90642,0.87668,0.92028,0.65805,1.06073,0.75381,1.34952,0.00046301,0.00046301,0.00046301
205,28050.2,1.06706,0.88759,1.33897,0.9153,0.85874,0.9235,0.65699,1.06229,0.7576,1.34899,0.000458252,0.000458252,0.000458252
206,28187,1.0487,0.8901,1.34406,0.89826,0.86429,0.91852,0.65893,1.05968,0.76383,1.34368,0.000453493,0.000453493,0.000453493
207,28323.7,1.04674,0.8994,1.34944,0.89562,0.866,0.91544,0.64844,1.06627,0.7757,1.34824,0.000448735,0.000448735,0.000448735
208,28460.5,1.07103,0.90774,1.35681,0.8901,0.86442,0.91554,0.65278,1.05671,0.75623,1.34356,0.000443976,0.000443976,0.000443976
209,28597.3,1.03718,0.87894,1.33699,0.9185,0.86469,0.91945,0.65758,1.06125,0.75491,1.34011,0.000439217,0.000439217,0.000439217
210,28733.9,1.03762,0.88145,1.34029,0.90435,0.87664,0.92409,0.65782,1.05848,0.74899,1.33823,0.000434459,0.000434459,0.000434459
211,28870.7,1.05777,0.88592,1.33019,0.89334,0.87434,0.91741,0.64939,1.06383,0.75994,1.34606,0.0004297,0.0004297,0.0004297
212,29007.6,1.02892,0.87975,1.32806,0.89369,0.86824,0.91229,0.64599,1.07185,0.76259,1.35581,0.000424942,0.000424942,0.000424942
213,29144.2,1.0482,0.9051,1.35145,0.89636,0.86905,0.9103,0.64388,1.07753,0.77143,1.36326,0.000420183,0.000420183,0.000420183
214,29281,1.04576,0.91741,1.34716,0.91394,0.86661,0.91626,0.64862,1.06336,0.75326,1.35363,0.000415425,0.000415425,0.000415425
215,29417.7,1.05026,0.90011,1.33261,0.9045,0.87815,0.91581,0.64839,1.07137,0.75694,1.36076,0.000410666,0.000410666,0.000410666
216,29554.3,1.04129,0.89862,1.34585,0.90915,0.86929,0.91343,0.65177,1.05457,0.76149,1.34826,0.000405907,0.000405907,0.000405907
217,29691,1.04547,0.9077,1.34223,0.89379,0.86894,0.91279,0.65144,1.06068,0.75799,1.34613,0.000401149,0.000401149,0.000401149
218,29827.6,1.03552,0.88752,1.32902,0.90824,0.86267,0.91681,0.65515,1.04918,0.74808,1.34083,0.00039639,0.00039639,0.00039639
219,29964.4,0.9993,0.8571,1.31678,0.89808,0.86977,0.91664,0.65308,1.04574,0.74787,1.33601,0.000391632,0.000391632,0.000391632
220,30101.1,1.04652,0.88566,1.33888,0.89949,0.87536,0.91787,0.6528,1.0641,0.76152,1.34565,0.000386873,0.000386873,0.000386873
221,30237.8,1.0234,0.88419,1.32546,0.90698,0.86949,0.91568,0.65348,1.06139,0.75031,1.35191,0.000382115,0.000382115,0.000382115
222,30374.4,1.03157,0.84869,1.32851,0.90809,0.87667,0.91905,0.65444,1.05858,0.7514,1.34929,0.000377356,0.000377356,0.000377356
223,30511,1.01052,0.84921,1.31555,0.91884,0.87643,0.92445,0.6567,1.05132,0.72976,1.34774,0.000372597,0.000372597,0.000372597
224,30647.7,1.01598,0.86498,1.32406,0.9072,0.89271,0.92613,0.66277,1.03627,0.72553,1.33234,0.000367839,0.000367839,0.000367839
225,30784.4,1.01402,0.84392,1.30596,0.91664,0.86785,0.91983,0.6582,1.04421,0.73105,1.33341,0.00036308,0.00036308,0.00036308
226,30920.9,1.02315,0.85024,1.33181,0.90415,0.87227,0.91748,0.65834,1.04971,0.73775,1.33453,0.000358322,0.000358322,0.000358322
227,31057.5,1.01236,0.84476,1.3208,0.91217,0.8724,0.91976,0.65881,1.04018,0.7287,1.33265,0.000353563,0.000353563,0.000353563
228,31194.1,1.01837,0.84612,1.31243,0.90723,0.88024,0.92024,0.65545,1.05143,0.73358,1.34677,0.000348805,0.000348805,0.000348805
229,31330.6,1.01591,0.85316,1.32225,0.91825,0.86568,0.92375,0.65544,1.04514,0.73084,1.33919,0.000344046,0.000344046,0.000344046
230,31466.9,1.00851,0.84534,1.30636,0.88916,0.88228,0.92219,0.66142,1.02864,0.72811,1.32453,0.000339287,0.000339287,0.000339287
231,31603.3,1.00143,0.83313,1.30672,0.88807,0.86799,0.91756,0.65778,1.03051,0.73375,1.32614,0.000334529,0.000334529,0.000334529
232,31739.6,1.01722,0.85503,1.33263,0.908,0.87522,0.925,0.65815,1.0457,0.7335,1.33357,0.00032977,0.00032977,0.00032977
233,31875.9,1.00168,0.84127,1.30477,0.90803,0.88182,0.92786,0.65996,1.03591,0.72347,1.32842,0.000325012,0.000325012,0.000325012
234,32012.2,1.01099,0.82644,1.30334,0.90744,0.86978,0.92101,0.65141,1.04303,0.72787,1.34143,0.000320253,0.000320253,0.000320253
235,32148.5,0.96984,0.82794,1.30042,0.90052,0.87037,0.92153,0.65215,1.04465,0.71778,1.34301,0.000315495,0.000315495,0.000315495
236,32284.6,0.98811,0.80784,1.29412,0.90882,0.86264,0.91875,0.65717,1.04802,0.72779,1.3394,0.000310736,0.000310736,0.000310736
237,32421,0.99014,0.83022,1.30505,0.90981,0.86888,0.91878,0.65664,1.05425,0.72862,1.34668,0.000305977,0.000305977,0.000305977
238,32557.3,1.01029,0.82318,1.29931,0.90673,0.88051,0.91996,0.65737,1.04668,0.719,1.34593,0.000301219,0.000301219,0.000301219
239,32693.5,0.99498,0.81297,1.30191,0.90941,0.88667,0.92482,0.65806,1.04031,0.72466,1.34244,0.00029646,0.00029646,0.00029646
240,32829.6,0.96694,0.81964,1.29397,0.91608,0.88099,0.92451,0.66376,1.03798,0.73368,1.33959,0.000291702,0.000291702,0.000291702
241,32965.7,0.98397,0.81164,1.29219,0.92023,0.87463,0.92377,0.66139,1.04414,0.72549,1.34221,0.000286943,0.000286943,0.000286943
242,33101.9,0.96755,0.80177,1.27291,0.924,0.87708,0.92424,0.66244,1.03757,0.71569,1.33185,0.000282185,0.000282185,0.000282185
243,33237.9,1.00246,0.84693,1.31654,0.91686,0.88233,0.92346,0.66501,1.02647,0.71782,1.32894,0.000277426,0.000277426,0.000277426
244,33374,0.97759,0.81115,1.29052,0.90676,0.87556,0.92229,0.66445,1.03124,0.71081,1.33329,0.000272667,0.000272667,0.000272667
245,33510.1,0.99869,0.82417,1.30939,0.91066,0.87361,0.92371,0.66455,1.03311,0.71856,1.33746,0.000267909,0.000267909,0.000267909
246,33646,0.96029,0.79534,1.2801,0.89558,0.89305,0.92422,0.66412,1.03792,0.70568,1.33932,0.00026315,0.00026315,0.00026315
247,33781.9,0.97957,0.83194,1.29868,0.90872,0.88176,0.92602,0.66379,1.03349,0.7042,1.33469,0.000258392,0.000258392,0.000258392
248,33917.9,0.98579,0.79532,1.29451,0.90845,0.88428,0.92444,0.6596,1.03322,0.71511,1.33295,0.000253633,0.000253633,0.000253633
249,34053.8,0.95748,0.79926,1.28449,0.90153,0.88025,0.92164,0.66219,1.03632,0.71589,1.33503,0.000248875,0.000248875,0.000248875
250,34189.6,0.97906,0.80866,1.27566,0.90936,0.88681,0.92323,0.66218,1.03568,0.71437,1.33467,0.000244116,0.000244116,0.000244116
251,34325.4,0.96413,0.81036,1.2925,0.9106,0.8801,0.92359,0.65471,1.04515,0.70769,1.34224,0.000239357,0.000239357,0.000239357
252,34461.1,0.98252,0.80583,1.28657,0.90084,0.88188,0.92449,0.65733,1.0455,0.71047,1.34077,0.000234599,0.000234599,0.000234599
253,34596.9,0.98035,0.80874,1.30127,0.91741,0.85921,0.92437,0.6578,1.05241,0.71396,1.3466,0.00022984,0.00022984,0.00022984
254,34732.6,0.95835,0.80617,1.27943,0.91683,0.86056,0.92164,0.65684,1.04513,0.71439,1.34213,0.000225082,0.000225082,0.000225082
255,34868.3,0.98795,0.83338,1.30419,0.91075,0.86246,0.92282,0.65503,1.04803,0.712,1.34239,0.000220323,0.000220323,0.000220323
256,35004.1,0.97747,0.80256,1.28976,0.921,0.86335,0.92273,0.65547,1.04319,0.70421,1.33646,0.000215565,0.000215565,0.000215565
257,35139.7,0.94288,0.77926,1.27324,0.91345,0.87375,0.92386,0.65723,1.04198,0.71329,1.33601,0.000210806,0.000210806,0.000210806
258,35275.2,0.94889,0.80852,1.26881,0.91024,0.87458,0.92528,0.65853,1.03541,0.71231,1.33251,0.000206048,0.000206048,0.000206048
259,35411,0.96209,0.77404,1.26471,0.90871,0.8763,0.92445,0.65779,1.03657,0.71205,1.3301,0.000201289,0.000201289,0.000201289
260,35546.7,0.95672,0.7911,1.26869,0.91048,0.87357,0.92262,0.66343,1.03458,0.71656,1.33088,0.00019653,0.00019653,0.00019653
261,35682.4,0.95377,0.78672,1.26489,0.90499,0.87649,0.9228,0.66235,1.03706,0.7198,1.3339,0.000191772,0.000191772,0.000191772
262,35818.1,0.94164,0.78126,1.25457,0.91937,0.86955,0.92335,0.66395,1.0398,0.71569,1.3356,0.000187013,0.000187013,0.000187013
263,35953.7,0.9659,0.80361,1.28445,0.90996,0.87374,0.92417,0.65745,1.04583,0.71711,1.34222,0.000182255,0.000182255,0.000182255
264,36089.2,0.95036,0.78882,1.28319,0.91399,0.87065,0.92484,0.66143,1.03841,0.70953,1.33364,0.000177496,0.000177496,0.000177496
265,36224.8,0.92206,0.75574,1.25425,0.91118,0.88011,0.92594,0.66302,1.03027,0.70289,1.32633,0.000172738,0.000172738,0.000172738
266,36360.5,0.95032,0.74705,1.25389,0.91607,0.88885,0.92717,0.6641,1.03112,0.7007,1.33132,0.000167979,0.000167979,0.000167979
267,36496.2,0.95801,0.78322,1.25621,0.91942,0.89127,0.92815,0.66375,1.02694,0.70019,1.32797,0.00016322,0.00016322,0.00016322
268,36631.8,0.94688,0.77991,1.26358,0.91988,0.89235,0.92657,0.66861,1.02726,0.70061,1.32618,0.000158462,0.000158462,0.000158462
269,36767.5,0.94887,0.7723,1.25778,0.91104,0.88848,0.92847,0.66627,1.03245,0.7028,1.3302,0.000153703,0.000153703,0.000153703
270,36903.1,0.9387,0.7648,1.26587,0.90656,0.88507,0.92836,0.66575,1.03113,0.7019,1.33213,0.000148945,0.000148945,0.000148945
271,37038.6,0.92727,0.76966,1.25582,0.90586,0.88682,0.9275,0.66626,1.03388,0.70249,1.33504,0.000144186,0.000144186,0.000144186
272,37174.2,0.95058,0.77526,1.27026,0.90512,0.88631,0.92832,0.66649,1.03475,0.70059,1.33358,0.000139428,0.000139428,0.000139428
273,37309.8,0.95286,0.78706,1.27822,0.91132,0.88621,0.92676,0.66756,1.02484,0.70075,1.32277,0.000134669,0.000134669,0.000134669
274,37445.5,0.92854,0.75158,1.26061,0.90982,0.87979,0.92603,0.66734,1.02394,0.6995,1.32298,0.00012991,0.00012991,0.00012991
275,37581.2,0.91116,0.76142,1.24466,0.90577,0.88704,0.92536,0.66649,1.02192,0.69672,1.32443,0.000125152,0.000125152,0.000125152
276,37716.8,0.93454,0.77495,1.26977,0.91267,0.8759,0.92747,0.66669,1.02155,0.69758,1.3238,0.000120393,0.000120393,0.000120393
277,37852.5,0.90158,0.73976,1.24266,0.89653,0.89249,0.92613,0.66642,1.02176,0.70044,1.32521,0.000115635,0.000115635,0.000115635
278,37988.3,0.91373,0.74059,1.25878,0.90693,0.88509,0.92686,0.66599,1.02205,0.69968,1.32452,0.000110876,0.000110876,0.000110876
279,38123.9,0.91226,0.75868,1.25587,0.90748,0.89377,0.92875,0.66955,1.02101,0.69382,1.32386,0.000106118,0.000106118,0.000106118
280,38259.6,0.91568,0.75254,1.24545,0.92139,0.88452,0.92896,0.66944,1.0179,0.68408,1.32047,0.000101359,0.000101359,0.000101359
281,38395.3,0.93342,0.757,1.25529,0.92124,0.88421,0.92938,0.67369,1.01098,0.68243,1.31503,9.66004e-05,9.66004e-05,9.66004e-05
282,38531.1,0.92804,0.76444,1.24772,0.92048,0.88274,0.92718,0.67021,1.01279,0.6856,1.31331,9.18418e-05,9.18418e-05,9.18418e-05
283,38666.9,0.9157,0.7739,1.2626,0.92108,0.88323,0.9294,0.67252,1.01131,0.68898,1.31121,8.70833e-05,8.70833e-05,8.70833e-05
284,38802.7,0.9776,0.7859,1.2785,0.92047,0.88052,0.92755,0.67097,1.01475,0.69034,1.31382,8.23247e-05,8.23247e-05,8.23247e-05
285,38938.4,0.9251,0.75806,1.26248,0.92309,0.88066,0.92779,0.67035,1.01719,0.69155,1.31623,7.75661e-05,7.75661e-05,7.75661e-05
286,39074.2,0.91488,0.75897,1.24961,0.91751,0.88245,0.92667,0.67024,1.01591,0.69138,1.31673,7.28076e-05,7.28076e-05,7.28076e-05
287,39209.8,0.90773,0.75567,1.25765,0.92595,0.87937,0.92801,0.67247,1.01613,0.69176,1.32005,6.8049e-05,6.8049e-05,6.8049e-05
288,39345.5,0.91423,0.75255,1.24143,0.92168,0.88512,0.92887,0.66972,1.02025,0.69191,1.32317,6.32904e-05,6.32904e-05,6.32904e-05
289,39481.1,0.89299,0.73904,1.24079,0.91809,0.88455,0.93063,0.67075,1.02136,0.68974,1.32316,5.85318e-05,5.85318e-05,5.85318e-05
290,39616.8,0.89645,0.7378,1.24676,0.91421,0.8902,0.93049,0.67227,1.02108,0.68996,1.32285,5.37733e-05,5.37733e-05,5.37733e-05
291,39752.4,0.78138,0.5875,1.14431,0.91544,0.88889,0.92934,0.66973,1.02643,0.68949,1.32788,4.90147e-05,4.90147e-05,4.90147e-05
292,39887.8,0.78456,0.5851,1.13438,0.92452,0.89073,0.92698,0.6682,1.03126,0.68994,1.33106,4.42561e-05,4.42561e-05,4.42561e-05
293,40023.4,0.79104,0.57741,1.14689,0.92816,0.88885,0.92482,0.66732,1.0305,0.68595,1.3332,3.94976e-05,3.94976e-05,3.94976e-05
294,40159,0.78315,0.57511,1.13105,0.92925,0.8852,0.92669,0.66699,1.03336,0.68459,1.33643,3.4739e-05,3.4739e-05,3.4739e-05
295,40294.5,0.78625,0.59569,1.15367,0.92541,0.88558,0.92475,0.66495,1.03394,0.68211,1.33748,2.99804e-05,2.99804e-05,2.99804e-05
296,40430,0.78418,0.57165,1.1334,0.92545,0.88586,0.92514,0.66592,1.03255,0.68044,1.33655,2.52219e-05,2.52219e-05,2.52219e-05
297,40565.6,0.77949,0.57436,1.13958,0.92248,0.88497,0.92653,0.66727,1.03176,0.67953,1.33554,2.04633e-05,2.04633e-05,2.04633e-05
298,40701.2,0.76804,0.56974,1.13732,0.92769,0.88911,0.92885,0.66748,1.03104,0.68018,1.33513,1.57047e-05,1.57047e-05,1.57047e-05
299,40836.7,0.78088,0.56961,1.14318,0.92665,0.89097,0.92842,0.66818,1.03156,0.67963,1.33496,1.09461e-05,1.09461e-05,1.09461e-05
300,40972,0.76066,0.55273,1.13203,0.92581,0.88661,0.92855,0.66757,1.03195,0.67985,1.33487,6.18757e-06,6.18757e-06,6.18757e-06
